1.0,1418674.8,0.6350545454545454
1.0,1398417.8,0.8980181818181818
1.0,1316076.5,0.9411636363636363
1.0,1229581.5,0.9499090909090909
1.0,1143430.5,0.9552363636363637
1.0,1060231.5,0.9560727272727273
1.0,981882.75,0.962
1.0,906278.0,0.9531636363636363
1.0,833296.25,0.9530545454545455
1.0,764666.5,0.9650181818181818
1.0,698784.4,0.959709090909091
1.0,637237.4,0.9645636363636364
1.0,580825.5,0.9534727272727272
1.0,528251.25,0.9687454545454546
1.0,477523.75,0.9630909090909091
1.0,429997.88,0.9700909090909091
1.0,386623.12,0.9634181818181818
1.0,346862.12,0.9638909090909091
1.0,308021.75,0.9675636363636364
1.0,274951.12,0.9600727272727273
1.0,243041.5,0.9650545454545455
1.0,215101.75,0.9548
1.0,188503.0,0.9670545454545455
1.0,165322.75,0.9555090909090909
1.0,143340.75,0.9677272727272728
1.0,126101.25,0.949490909090909
1.0,110151.5,0.9649090909090909
[0.8589338],96675.25,0.9678363636363636
[0.83100307],84767.0,0.9590545454545455
[0.79254675],74036.75,0.9589636363636364
[0.75044787],65955.5,0.9654181818181818
[0.7267706],58934.375,0.9555272727272728
[0.6739892],52050.25,0.9657818181818182
[0.6500442],48266.625,0.9653818181818182
[0.6467587],43241.125,0.9427636363636364
[0.595564],40673.25,0.965
[0.5731699],37764.25,0.9643818181818182
[0.55435],35938.375,0.9664181818181818
[0.5381505],33183.375,0.9616
[0.5550409],31784.0,0.9429454545454545
[0.52852356],31967.625,0.960709090909091
[0.5214147],30764.125,0.9582363636363637
[0.5263325],30195.5,0.9519636363636363
[0.5112009],29588.875,0.9576181818181818
[0.49285084],28638.875,0.9628363636363636
[0.48217615],28171.875,0.9661636363636363
[0.47227627],27295.125,0.9666727272727272
[0.46459052],26421.5,0.9659090909090909
[0.47806376],27421.375,0.9642181818181819
[0.4665431],25723.5,0.9607818181818182
[0.4820659],26111.5,0.9542
[0.4766446],25759.0,0.9552181818181819
[0.46679398],26103.0,0.9628727272727273
[0.47497913],24991.125,0.9514181818181818
[0.46519968],24427.0,0.9536181818181818
[0.48356417],24939.25,0.9458909090909091
[0.493892],24720.125,0.9379454545454545
[0.4597407],25870.125,0.9653818181818182
[0.46759823],25854.0,0.9609636363636364
[0.48780695],24828.125,0.9425272727272728
[0.47840253],25130.25,0.9502545454545455
[0.44396213],24312.25,0.9648181818181818
[0.44184378],24673.125,0.9680363636363636
[0.43323573],23609.375,0.9663818181818182
[0.4389141],23940.875,0.9653272727272727
[0.44161448],23685.375,0.9623454545454545
[0.4292181],23495.75,0.9678181818181818
[0.4249289],22930.0,0.9667272727272728
[0.4446462],23938.25,0.9622181818181819
[0.46493387],23275.25,0.9463090909090909
[0.46390808],23900.125,0.9510181818181819
[0.45506948],23493.375,0.9535818181818182
[0.4379147],23050.75,0.9604909090909091
[0.4202719],23010.125,0.9696
[0.47611767],22770.625,0.9358909090909091
[0.41458985],22061.0,0.9669272727272727
[0.49949238],22486.875,0.9182727272727272
[0.43788695],22797.125,0.9589272727272727
[0.4308599],22801.0,0.9628
[0.42273104],22421.75,0.9648363636363636
[0.42194322],22254.375,0.9642363636363637
[0.4262863],22234.25,0.9617818181818182
[0.4283108],22960.25,0.9651272727272727
[0.41357923],22043.5,0.9673454545454545
[0.42621526],21530.625,0.9573636363636364
[0.41209885],21704.875,0.9660727272727273
[0.4158088],22018.5,0.9660363636363636
[0.41195738],21770.75,0.9665454545454546
[0.41401052],21758.625,0.9654
[0.41741255],22254.125,0.9666181818181818
[0.4065347],21008.5,0.964709090909091
[0.40006027],21097.875,0.9686
[0.41409618],21140.0,0.9615090909090909
[0.41030955],21373.375,0.9649818181818182
[0.4606546],21659.0,0.9378181818181818
[0.40661228],21138.625,0.9654727272727273
[0.3975944],20740.125,0.967690909090909
[0.4039205],21052.75,0.9663454545454545
[0.4090495],21515.625,0.9665090909090909
[0.4125917],21374.125,0.9637818181818182
[0.42864925],21555.75,0.9561636363636363
[0.40578988],21502.5,0.9681090909090909
[0.44082555],20932.125,0.9448727272727273
[0.40458077],21141.375,0.9665454545454546
[0.4047686],21294.875,0.9673818181818182
[0.39799535],21051.0,0.9693636363636363
[0.39702457],20677.5,0.9676
[0.39389387],20849.25,0.9702181818181819
[0.39956957],20933.125,0.9678545454545454
[0.39606902],20732.0,0.9684181818181818
[0.39482516],20366.5,0.9668181818181818
[0.3857771],19925.125,0.968709090909091
[0.39862567],20838.75,0.9677636363636364
[0.40949672],20930.875,0.9626545454545454
[0.43660226],20257.375,0.9426545454545454
[0.39151335],20179.875,0.9673636363636363
[0.41853222],20317.125,0.9536727272727272
[0.38926128],19946.75,0.9670727272727273
[0.39681226],20092.625,0.9640727272727273
[0.3938731],20158.5,0.9660181818181818
[0.39468592],20411.0,0.9671636363636363
[0.39193898],20268.375,0.967690909090909
[0.38612595],19732.875,0.9673454545454545
[0.38329163],20110.75,0.9710727272727273
[0.4254312],19807.375,0.9461454545454545
[0.4141192],19681.875,0.9518545454545455
[0.3862558],19653.125,0.9667818181818182
[0.37891906],19262.0,0.9680727272727273
[0.3824463],19947.375,0.9705090909090909
[0.46494177],19780.25,0.9209818181818182
[0.38207075],19445.25,0.9676181818181818
[0.39098904],20308.375,0.9684181818181818
[0.38470453],19751.375,0.9681818181818181
[0.41098496],19732.5,0.9539818181818182
[0.39968842],18959.25,0.9550363636363637
[0.37400678],18949.75,0.9686
[0.41579264],19496.125,0.9496
[0.40917498],19138.25,0.9509090909090909
[0.38462815],19261.25,0.9651454545454545
[0.37824413],19484.0,0.9697818181818182
[0.39664802],19194.375,0.9583090909090909
[0.39772213],19653.5,0.9607636363636364
[0.3730937],18961.0,0.9691272727272727
[0.38307732],19163.875,0.9653272727272727
[0.40837663],18985.0,0.9502909090909091
[0.37464872],19019.0,0.968709090909091
[0.3751442],18784.0,0.9669818181818182
[0.4010881],18983.25,0.9544181818181818
[0.3792761],18859.625,0.9653454545454545
[0.37158364],18828.0,0.9690545454545455
[0.37689084],19022.5,0.9676
[0.37272096],18814.5,0.9684
[0.38282114],18925.375,0.9639272727272727
[0.3770054],18793.5,0.9660909090909091
[0.38722607],18624.0,0.9596
[0.38387954],19112.5,0.9645818181818182
[0.37169802],19019.375,0.9701818181818181
[0.37011138],18150.5,0.9654909090909091
[0.37311888],18561.875,0.9666
[0.38070297],18760.375,0.9639636363636364
[0.36590758],18535.125,0.9700545454545455
[0.369922],18270.5,0.9663636363636363
[0.40747863],18406.625,0.9466727272727272
[0.372325],18501.375,0.9666181818181818
[0.36527503],18270.0,0.968709090909091
[0.37241524],18640.0,0.9674545454545455
[0.3683383],18187.375,0.9666363636363636
[0.37784752],18214.25,0.9618727272727273
[0.36149156],17954.125,0.9686
[0.369062],18533.5,0.9684727272727273
[0.37262452],18437.375,0.9660545454545455
[0.36675483],18401.875,0.9688
[0.39121157],18351.875,0.9555636363636364
[0.3617776],17925.25,0.9682727272727273
[0.3745227],18383.375,0.9647272727272728
[0.36018348],18110.75,0.9702363636363637
[0.45707554],17997.25,0.9118363636363637
[0.40763876],18112.0,0.9444181818181818
[0.3761245],17688.0,0.9592363636363637
[0.36352348],18354.5,0.9701090909090909
[0.36023992],18106.5,0.9701818181818181
[0.36474422],18136.25,0.9681272727272727
[0.37184194],17943.875,0.9632363636363637
[0.38139287],18176.625,0.9597272727272728
[0.3751759],17730.5,0.9600363636363637
[0.36047953],18084.75,0.9699272727272727
[0.3587226],17949.375,0.9699454545454546
[0.36172602],18053.0,0.9691090909090909
[0.39944518],18183.875,0.9497272727272728
[0.38004005],18125.625,0.9601090909090909
[0.35418278],17729.875,0.9708
[0.36653703],17813.0,0.9651272727272727
[0.40133658],17741.875,0.9454
